Level,Hanzi,Pinyin,Sino_Vietnamese,Traditional,POS,Examples,Viet_Meaning,English_Meaning
1,家,jiā,gia,家,N/M,,"nhà/gia đình/(lịch sự) của tôi (chị, chú, v.v.)/lượng từ cho gia đình hoặc doanh nghiệp/chỉ các trường phái triết học Trung Quốc thời Tiền Hán/hậu tố danh từ cho chuyên gia trong một hoạt động nào đó, như nhạc sĩ hoặc nhà cách mạng, tương ứng với tiếng Anh -ist, -er, -ary hoặc -ian/LT:個|个[ge4]",used in 家伙 and 家俱
1,家里,jiā li,gia lý,家裡,,,nhà,home
1,家人,jiārén,gia nhân,家人,N,,thành viên gia đình/(cũ) người hầu,family member; (old) servant
1,间,jiān,gian,間,M,,khoảng cách/tách ra/tỉa (cây con)/gieo rắc bất hòa,between; among; within a definite time or space; room; section of a room or lateral space between two pairs of pillars; classifier for rooms
1,见,jiàn,kiến,見,V,,xuất hiện/cũng viết là 現|现[xian4],to see; to meet; to appear (to be sth); to interview; opinion; view
1,见面,jiànmiàn,kiến diện,見面,,,gặp mặt; gặp nhau/LT:次[ci4],to meet; to see each other
1,教,jiāo,giáo,教,V,,tôn giáo/giảng dạy/làm/khiến/bảo,surname Jiao
1,叫,jiào,khiếu,叫,V,,biến thể của 叫[jiao4],to shout; to call; to order; to ask; to be called; by (indicates agent in the passive mood)
1,教学楼,jiàoxuélóu,giáo học lâu,教學樓,N,,tòa nhà trường học; tòa nhà học thuật,teaching block; school building
1,姐姐,jiějie,tả tả,姐姐,N,,chị gái/LT:個|个[ge4],older sister
1,姐,jiě,tả,姐,N,,chị gái,older sister
1,介绍,jièshào,giới thiệu,介紹,V,,"giới thiệu (ai với ai)/thuyết trình/trình bày (ai cho công việc, v.v.)/lời giới thiệu",to introduce (sb to sb); to give a presentation; to present (sb for a job etc); introduction
1,今年,jīnnián,kim niên,今年,N,,năm nay,this year
1,今天,jīntiān,kim thiên,今天,N,,hôm nay/thời điểm hiện tại; bây giờ,today; at the present; now
1,进,jìn,tiến,進,V,,tiến lên/tiến bộ/đi vào/nhập vào/cho vào/nộp vào/tiếp nhận/thừa nhận/(toán học) cơ số của hệ thống số/lượng từ cho các khu trong tòa nhà hoặc khu dân cư,to go forward; to advance; to go in; to enter; to put in; to submit; to take in; to admit; (math.) base of a number system; classifier for sections in a building or residential compound
1,进来,jìnlái,tiến lai,進來,,,đến/vào,to come in
1,进去,jìnqù,tiến khứ,進去,,,đi vào,to go in
1,九,jiǔ,cửu,九,Num,,chín/9,nine; 9
1,就,jiù,tựu,就,Adv,,(sau một mệnh đề giả định) trong trường hợp đó; thì/(sau một mệnh đề hành động) ngay khi; ngay sau khi/(giống như 就是[jiu4 shi4]) chỉ; không gì khác ngoài; đơn giản là; chỉ là; chính xác; đúng/chỉ có; ít nhất là/nhiều đến; nhiều như/tiếp cận; tiến về/phụ trách; tham gia vào/(thường theo sau bởi 著|着[zhe5]) tận dụng/(về thức ăn) ăn cùng/về; liên quan đến/(mẫu câu: 就[jiu4] ... 也[ye3] ...) ngay cả nếu ... vẫn .../(mẫu câu: 不[bu4] ... 就[jiu4] ...) nếu không ... thì phải ...,(after a suppositional clause) in that case; then; (after a clause of action) as soon as; immediately after; (same as 是) merely; nothing else but; simply; just; precisely; exactly; only; as little as; as much as; as many as; to approach; to move towards; to undertake; to engage in; (often followed by 着) taking advantage of; (of food) to go with; with regard to; concerning; (pattern: 就 ... 也 ...) even if ... still ...; (pattern: 不 ... 就 ...) if not ... then must be ...
1,觉得,juéde,giác đắc,覺得,V,,"nghĩ rằng ...; cảm thấy rằng .../cảm thấy (không thoải mái, v.v.)",to think that ...; to feel that ...; to feel (uncomfortable etc)
1,开,kāi,khai,開,V,,"mở (ngoại động từ hoặc nội động từ)/(tàu thuyền, xe cộ, quân đội, v.v.) bắt đầu/bật; vận hành; hoạt động; chạy/đun sôi/viết (đơn thuốc, séc, hóa đơn, v.v.)/(bổ ngữ xu hướng) đi; rời/carat (vàng)/viết tắt của Kelvin, 開爾文|开尔文[Kai1 er3 wen2]/viết tắt của 開本|开本[kai1 ben3], khổ sách","to open (transitive or intransitive); (of ships, vehicles, troops etc) to start; to turn on; to put in operation; to operate; to run; to boil; to write out (a prescription, check, invoice etc); (directional complement) away; off; carat (gold); abbr. for Kelvin, 开尔文; abbr. for 开本, book format"
1,开车,kāichē,khai xa,開車,,,lái xe,to drive a car
1,开会,kāihuì,khai hội,開會,,,tổ chức cuộc họp/tham gia cuộc họp,to hold a meeting; to attend a meeting
1,开玩笑,kāi wánxiào,khai ngoạn tiếu,開玩笑,,,đùa giỡn; chế nhạo; nói đùa,to play a joke; to make fun of; to joke
1,看,kàn,khán,看,V,,nhìn; xem/đọc/xem thăm; thăm viếng/xem như/coi như/chăm sóc/chữa (bệnh hoặc triệu chứng)/phụ thuộc/cảm thấy (rằng)/(sau động từ) thử làm/cẩn thận; coi chừng,to look after; to take care of; to watch; to guard
1,看病,kànbìng,khán bệnh,看病,,,đi khám bệnh/khám bệnh nhân,to visit a doctor; to see a patient
1,看到,kàndào,khán đáo,看到,,,nhìn thấy,to see
1,看见,kànjiàn,khán kiến,看見,,,nhìn thấy/bắt gặp,to see; to catch sight of
1,考,kǎo,khảo,考,V,,kiểm tra/xác minh/thử nghiệm/khám xét/tham gia kỳ thi/dự thi đầu vào/người cha đã mất,to beat; to hit; variant of 考; to inspect; to test; to take an exam
1,考试,kǎoshì,khảo thí,考試,,,dự thi/kỳ thi/LT:次[ci4],to take an exam; exam
1,渴,kě,khát,渴,Adj,,khát,thirsty
1,课,kè,khóa,課,N,,"môn học/khoá học/LT:門|门[men2]/lớp/bài học/LT:堂[tang2],節|节[jie2]/thu/thuế/hình thức bói toán",subject; course; class; lesson; to levy; tax; form of divination
1,课本,kèběn,khóa bổn,課本,N,,sách giáo khoa/LT:本[ben3],textbook
1,课文,kèwén,khóa văn,課文,N,,bài đọc/LT:篇[pian1],text
1,口,kǒu,khẩu,口,M/N,,"miệng/lượng từ cho những thứ có miệng (người, động vật nuôi, đại bác, giếng, v.v.)/lượng từ cho vết cắn hoặc ngụm","mouth; classifier for things with mouths (people, domestic animals, cannons, wells etc); classifier for bites or mouthfuls"
1,块,kuài,khối,塊,N/M,,"cục; tảng; miếng/lượng từ cho miếng vải, bánh, xà phòng, v.v./(thông tục) lượng từ cho tiền và đơn vị tiền tệ","lump; chunk; piece; classifier for pieces of cloth, cake, soap etc; (coll.) classifier for money and currency units"
1,快,kuài,khoái,快,Adj/Adv,,nhanh/nhanh chóng/tốc độ/tỷ lệ/sớm/gần như/khẩn trương/thông minh/sắc bén (dao hoặc trí tuệ)/thẳng thắn/chân thành/hài lòng/vui vẻ/dễ chịu,rapid; quick; speed; rate; soon; almost; to make haste; clever; sharp (of knives or wits); forthright; plainspoken; gratified; pleased; pleasant
1,来,lái,lai,來,V,,"đến/(dùng thay cho động từ cụ thể hơn)/lại đây (bổ ngữ hướng chỉ động tác về phía người nói, như trong 回來|回来[hui2lai5])/từ khi (như trong 自古以來|自古以来[zi4gu3 yi3lai2])/trong (khoảng thời gian đã qua)/(tiền tố) ... sắp tới; ... tiếp theo (như trong 來世|来世[lai2shi4])/(giữa hai động từ) để/(sau số tròn) khoảng/chỉ khả năng sau 得[de2], như trong 談得來|谈得来[tan2de5lai2], hoặc chỉ không khả năng sau 不[bu4], như trong 吃不來|吃不来[chi1bu5lai2])","to come; (used as a substitute for a more specific verb); hither (directional complement for motion toward the speaker, as in 回来); ever since (as in 自古以来); for the past (amount of time); (prefix) the coming ...; the next ... (as in 来世); (between two verbs) in order to; (after a round number) approximately; (used after 得 to indicate possibility, as in 谈得来, or after 不 to indicate impossibility, as in 吃不来)"
1,来到,láidào,lai đáo,來到,V,,đến; tới,to arrive; to come
1,老,lǎo,lão,老,Adj,,"tiền tố dùng trước họ của một người hoặc số thứ tự sinh của các con trong gia đình hoặc để chỉ sự thân mật hoặc quen thuộc/già (người)/người đáng kính/có kinh nghiệm/lâu năm/luôn luôn/lúc nào cũng/của quá khứ/rất/lỗi thời/(thịt,...) dai",prefix used before the surname of a person or a numeral indicating the order of birth of the children in a family or to indicate affection or familiarity; old (of people); venerable (person); experienced; of long standing; always; all the time; of the past; very; outdated; (of meat etc) tough
1,老人,lǎorén,lão nhân,老人,N,,ông già hoặc bà già/người cao tuổi/bố mẹ hoặc ông bà lớn tuổi,old man or woman; the elderly; one's aged parents or grandparents
1,老师,lǎoshī,lão sư,老師,N,,"giáo viên/LT: 個|个[ge4], 位[wei4]",teacher
1,了,le,liễu,了,Aux,,biến thể không chính thức của 瞭[liao4],"(completed action marker); (modal particle indicating change of state, situation now); (modal particle intensifying preceding clause)"
1,累,lèi,luy,累,Adj,,dây/thắt lại/quấn quanh,to accumulate; to involve or implicate (Taiwan pr. [lèi]); continuous; repeated
1,冷,lěng,lãnh,冷,Adj,,lạnh,surname Leng
1,里,lǐ,lý,裡,N,,"dặm, đơn vị đo chiều dài cổ, xấp xỉ 500 m/khu xóm/đơn vị hành chính cổ gồm 25 gia đình/(Đài Loan) lý, đơn vị hành chính giữa cấp thị trấn 鎮|镇[zhen4] và khu phố 鄰|邻[lin2]",variant of 里
1,里,lǐ,lý,裏,N,,"dặm, đơn vị đo chiều dài cổ, xấp xỉ 500 m/khu xóm/đơn vị hành chính cổ gồm 25 gia đình/(Đài Loan) lý, đơn vị hành chính giữa cấp thị trấn 鎮|镇[zhen4] và khu phố 鄰|邻[lin2]",variant of 里
1,里边,lǐbian,lý biên,裡邊,N,,bên trong,inside
1,两,liǎng,lạng,兩,Num,,"hai/cả hai/một vài/một ít/lạng, đơn vị đo lường bằng 50 gram (hiện đại) hoặc 1⁄16 cân 斤[jin1] (thời xưa)","two; both; some; a few; tael, unit of weight equal to 50 grams (modern) or 1⁄16 of a catty 斤 (old)"
1,零,líng,linh,零,Num,,không/số không/ký hiệu không/phân số/vụn vặt/lẻ (của số)/(đặt giữa hai số để chỉ số lượng nhỏ hơn theo sau bởi số lớn hơn)/(trong toán học) số dư (sau phép chia)/thêm/héo rụng/héo,zero; nought; zero sign; fractional; fragmentary; odd (of numbers); (placed between two numbers to indicate a smaller quantity followed by a larger one); fraction; (in mathematics) remainder (after division); extra; to wither and fall; to wither
1,〇,líng,〇,〇,Num,,số không,
1,六,liù,lục,六,Num,,sáu/6,six; 6
1,楼,lóu,lâu,樓,N,,"nhà có hơn 1 tầng/toà nhà nhiều tầng/tầng/LT:層|层[ceng2],座[zuo4],棟|栋[dong4]",surname Lou
1,楼上,lóu shàng,lâu thượng,樓上,,,tầng trên/(tiếng lóng Internet) người đăng trước trong một chủ đề diễn đàn,upstairs; (Internet slang) previous poster in a forum thread
1,楼下,lóu xià,lâu hạ,樓下,,,tầng dưới,downstairs
1,路,lù,lộ,路,N/M,,"đường (LT:條|条[tiao2])/hành trình/tuyến/đường (xe buýt,...)/loại; kiểu",surname Lu
1,路口,lùkǒu,lộ khẩu,路口,N,,giao lộ/ngã tư (của đường),crossing; intersection (of roads)
1,路上,lùshang,lộ thượng,路上,N,,trên đường/trên đường; đang đi,on the road; on a journey; road surface
1,妈妈,māma,mụ mụ,媽媽,N,,"mẹ/má/LT:個|个[ge4],位[wei4]",mama; mommy; mother
1,妈,mā,mụ,媽,N,,mẹ/má/mẫu,ma; mom; mother
1,马路,mǎlù,mã lộ,馬路,N,,đường phố/đường/LT:條|条[tiao2],street; road
1,马上,mǎshàng,mã thượng,馬上,Adv,,ngay lập tức/ngay tức khắc/lập tức/trên lưng ngựa (tức là bằng vũ lực quân sự),at once; right away; immediately; on horseback (i.e. by military force)
1,吗,ma,mạ,嗎,Aux,,"(trợ từ nghi vấn cho câu hỏi ""có-không"")",(coll.) what?
1,买,mǎi,mãi,買,V,,mua/mua sắm,to buy; to purchase
1,慢,màn,mạn,慢,Adj,,chậm,slow
1,忙,máng,mang,忙,Adj,,bận/vội vã/vội vàng/lao vào,busy; hurriedly; to hurry; to rush
1,毛,máo,mao,毛,M,,"tóc/lông/vụn lông/lông cừu/mốc/meo/thô hoặc chưa hoàn thiện/trẻ/non/cẩu thả/không suy nghĩ/thần kinh/căng thẳng/(về tiền tệ) mất giá hoặc giảm giá/loại từ cho đơn vị tiền tệ của Trung Quốc ( = 角[jiao3], = một phần mười của một đồng yuan hoặc 10 fen 分[fen1])",surname Mao
1,没,méi,một,沒,Adv/V,,chết đuối/kết thúc/chết/ngập nước,(negative prefix for verbs) have not; not
1,没关系,méi guānxi,một quan hệ,沒關係,,,không sao đâu,it doesn't matter
1,没什么,méi shénme,một thập ma,沒什麼,,,không sao; không có gì; đừng bận tâm/nghĩ không có gì; rất hân hạnh; không có chi; không có gì,nothing; it doesn't matter; it's nothing; never mind
1,没事儿,méishìr,một sự nhân,沒事兒,,,có thời gian rảnh/rảnh rỗi/không quan trọng/không có gì/đừng bận tâm,to have spare time; free from work; it's not important; it's nothing; never mind
1,没有,méiyǒu,một hữu,沒有,V/Adv,,không có/không tồn tại/chưa/không phải là,haven't; hasn't; doesn't exist; to not have; to not be
1,妹妹,mèimei,muội muội,妹妹,N,,em gái/phụ nữ trẻ/LT:個|个[ge4],younger sister; young woman
1,妹,mèi,muội,妹,N,,em gái,younger sister
1,门,mén,môn,門,N/M,,"cổng/cửa/LT:扇[shan4]/lối vào/khung cửa/LT:個|个[ge4]/kẽ hở/van/công tắc/cách làm gì đó/mẹo/gia đình/nhà/phái (tôn giáo)/trường phái/lớp/hạng/ngành hoặc phân ngành (phân loại)/lượng từ cho súng lớn/lượng từ cho bài học, môn học, nhánh công nghệ/(hậu tố) -gate (tức là vụ bê bối; nguồn gốc từ Watergate)",surname Men
1,门口,ménkǒu,môn khẩu,門口,N,,cửa ra vào/cổng/LT:個|个[ge4],doorway; gate
1,门票,ménpiào,môn phiếu,門票,N,,"vé (xem kịch, rạp chiếu phim, v.v.)","ticket (for theater, cinema etc)"
1,们,men,môn,們,Suffix,,dùng để chỉ số nhiều cho đại từ và danh từ chỉ người,"plural marker for pronouns, and nouns referring to individuals"
1,朋友们,péngyoumen,bằng hữu môn,朋友們,N,1,"bạn bè, các bạn",
1,米饭,mǐfàn,mễ phạn,米飯,N,,(cơm) đã nấu,(cooked) rice
1,面包,miànbāo,diện bao,麵包,N,,"bánh mì/LT:片[pian4],袋[dai4],塊|块[kuai4]",bread
1,面条儿,miàntiáor,diện điêu nhân,麵條兒,N,,biến thể er hoá của 麵條|面条[mian4 tiao2],erhua variant of 面条; noodles
1,名字,míngzi,danh tự,名字,N,,tên (của người hoặc vật)/LT:個|个[ge4],name (of a person or thing)
1,明白,míngbai,minh bạch,明白,Adj/V,,rõ ràng/hiển nhiên/không mơ hồ/hiểu/nhận ra,clear; obvious; unequivocal; to understand; to realize
1,明年,míngnián,minh niên,明年,N,,năm sau,next year
1,明天,míngtiān,minh thiên,明天,N,,ngày mai,tomorrow
1,拿,ná,nã,拿,V,,cầm/nắm/bắt/chụp/lấy/(dùng giống như 把[ba3]: đánh dấu danh từ phía sau là tân ngữ),old variant of 拿
1,哪,nǎ,nả,哪,Pron,,"nào? (nghi vấn, theo sau bởi lượng từ hoặc số lượng từ)",how; which
1,哪里,nǎlǐ,nả lý,哪裡,Pron,,ở đâu?/một nơi nào đó/bất kỳ đâu/bất cứ nơi nào/không nơi nào (câu trả lời phủ định cho câu hỏi)/biểu hiện khiêm tốn phủ nhận lời khen,where?; somewhere; anywhere; wherever; nowhere (negative answer to question); humble expression denying compliment; also written 哪里
1,哪里,nǎlǐ,nả lý,哪裏,Pron,,ở đâu?/một nơi nào đó/bất kỳ đâu/bất cứ nơi nào/không nơi nào (câu trả lời phủ định cho câu hỏi)/biểu hiện khiêm tốn phủ nhận lời khen,where?; somewhere; anywhere; wherever; nowhere (negative answer to question); humble expression denying compliment; also written 哪里
1,哪儿,nǎr,nả nhân,哪兒,Pron,,ở đâu?/bất cứ đâu; nơi nào đó/(dùng trong câu hỏi tu từ) làm sao có thể ...?; làm sao có thể ... được?,where?; wherever; anywhere; somewhere; (used in rhetorical questions) how can ...?; how could ...?
